location text user_id weibo_created_at 
[39.67844, 116.109924] 也许生活就像一本掉了页的黄历，没有人会把它粘好并一页一页的回忆。 Fri Oct 11 22:08:28 2013 
[39.773688, 116.320874] 我彻底的荒废了自己的时间，变了，变得自己都觉得自己可怕！为什么会这样啊，真的撑不住了 Fri Oct 11 23:39:46 2013 
[39.78363, 116.336372] 人生难得糊涂，我为什么就不能傻傻的糊涂一次，而是去验证一些无法接受的事实，结果就是把自己气得发抖，最后失眠！也许这就是报应吧！ Fri Oct 11 06:59:22 2013 
[39.783718, 116.349556] 推荐款游戏超好玩！ 话说wow账号卖了，感觉一身轻松啊，每天睡觉都踏实了！ Fri Oct 11 23:59:59 2013 
[39.781855, 116.404017] 我希望644能一直幸福快乐的过每一天'也许在你生命中我只是一段小插曲'但却是我只给你戴过项链的人'至今深爱过的人'希望你能幸福（来自 下载地址>>> Fri Oct 11 23:17:49 2013 
[39.778881, 116.457863] 【咏新菊】作者：姚合。黄金色未足，摘取且尝新。若待重阳日，何曾异众人。 Fri Oct 11 22:23:27 2013 
[39.787584252, 116.50106876] 事多得一比，一会郁闷一会开心的，状态极不正常。十一月我一定要休假！！！！ Fri Oct 11 20:42:07 2013 
[39.773087, 116.537567] 一个人的宿舍，很空，很想你，可是却不敢把电话打给你 Fri Oct 11 22:49:03 2013 
[39.796809, 116.261021] 苏格拉底之死，政府赐他服毒自尽。那夜他慷慨服毒，门人忍痛陪着，苏氏却从容阐发真理。最后他的名言是“想起来，我欠某人一只雄鸡未还。”叫他门人送去。这是他断气以前最后的一句话。 金圣叹 判死刑，狱中发出的信“花生米与豆腐干同嚼，大有火腿滋味”。 Fri Oct 11 20:35:44 2013 
[39.791473, 116.343941] 【北京商场火灾 两名消防员〜〜】据 Fri Oct 11 17:59:10 2013 
[39.78785, 116.34699] 真正的友谊就是两个人就算不说话都能知道彼此在想什么， Fri Oct 11 13:51:57 2013 
[39.790594, 116.349674] 时间一天天过去，好像什么都没变，但当你某天回首，却发现一切怎么都不同了。 Fri Oct 11 23:44:47 2013 
[39.795567542, 116.37199597] 在过几分个钟就是我22岁生日了。对自己说生日快乐。 我在 Fri Oct 11 23:53:42 2013 
[39.795567542, 116.37199597] 看着这背影，我心里只浮现了两个字，男神！光是这背影足以让我疯狂了 Fri Oct 11 12:25:10 2013 
[39.790131, 116.391525] 北京，你好！安全落地 请大家放心 Fri Oct 11 23:47:27 2013 
[39.784995, 116.416293] 今天。星期五快到周末了没什么病人，趁机好好刷微博，传播正能量，分享好微博…… Fri Oct 11 08:43:59 2013 
[39.798, 116.42442] 每当看到街上有人穿带有NY字样衣服的时候，就有一种去问问他“知道这两个字母是什么意思吗”的冲动…………难道这是莫名的打棒球的优越感？果然还是自己图样图森破了…… Fri Oct 11 23:19:50 2013 
[39.793701, 116.428001] 我经常在想这世上没有我会怎样，我可能不重要，但总会有一个人会因为没我而不好过，所以有什么过不去，为了那个把自己放在心里的人也要好好的，微笑面对一切 Fri Oct 11 22:42:49 2013 
[39.792305, 116.446846] 我用天气通发布了一条天气实景 ：北京 周五，晴，18℃，西南风3级. Fri Oct 11 11:25:16 2013 
[39.791213, 116.475124] 老板娘有菇凉的微信，于是给成女士看了各种。成女士今天晚上特意给菇凉打电话，成天不务正业，光是吃喝玩乐，剁椒闲的，像个三岁孩子！我问成女士，我该当什么，她说什么幽默话语啥的。全程很郁闷。。还是微博好啊。话说她要是看到微博上的这些，会不会疯掉。 Fri Oct 11 23:40:55 2013 
[39.793774, 116.497238] 家里就差黄鼠狼没来过了。原来这刺猬每天会来吃猫粮。昨天还躲躲闪闪，今天很大方的就过来扒拉猫盆了，留在地上的苹果都吃干净了。好大一坨。 Fri Oct 11 23:53:50 2013 
[39.793587, 116.502357] 《谁！》 男友听见有人敲门，他问：谁啊？无人应，提高声调又问：谁啊？还是没人理他，他有点怒了吼道：谁！只听门外一姑娘生气的说：没敲你家！ Fri Oct 11 07:25:10 2013 
[39.78435, 116.51728] 他说:其实我很喜欢你。 他说:我想你。 他说:跟你在一起我完全轻松，不用掩饰，很舒服。 他说:…… 可是，他比我小两岁。。 再可是，那又怎样？幸福开心就好～！ Fri Oct 11 20:13:09 2013 
[39.78371, 116.524314] 看湖南卫视「爸爸我们去哪儿」爆笑，小家伙们太可爱了 Fri Oct 11 22:33:26 2013 
[39.792215, 116.652238] 这个世界，有的钱多花不完，有的没钱没衣穿，真是同人不同命啊，，，，\\ Fri Oct 11 16:36:40 2013 
[39.793376, 116.778076] 很烦躁，超级的。我缺打。我就是想起我还有六级要过，我就无比绝望。 Fri Oct 11 18:47:16 2013 
[39.80919, 116.14063] 工作第一，c语言编程。。。 Fri Oct 11 23:48:08 2013 
[39.805872666667, 116.16746333333] 亲们:爱情需要两个人共同呵护，每个人都要全心忖出，而不是索取。 Fri Oct 11 22:32:09 2013 
[39.80858, 116.322414] 秀身堂e257935作为口服塑型美颜行业知名品牌，拥有高盈利、高差异化的产品架构，统一的终端形象，齐全的资质认证，完善的营运政策，新颖的促销手段，专业的售后服务，系统的宣传计划。秀身堂历经１5年的市场验证，秀身堂一直被模仿，从未被超越！ Fri Oct 11 23:15:10 2013 
[39.803477, 116.347694] 我在， (免费下载http:// ) Sat Oct 12 00:00:56 2013 
[39.795567542, 116.37199597] 欧巴保佑我妈千万别给班主任打电话！！！！我已经够背的了尼玛！！！！ Fri Oct 11 08:00:55 2013 
[39.803241, 116.369644] 发完碎觉，微博简单发发图，想看更多产品照片的亲麻烦加微信ANN19870804详询 Fri Oct 11 01:24:20 2013 
[39.803364, 116.420685] 各位亲，明天也要上班别忘了哟！http//: Fri Oct 11 23:56:34 2013 
[39.804375, 116.417213] 真特么受教了今天才知道，避孕套还有个挺好听的名字：拦精灵 Fri Oct 11 08:35:50 2013 
[39.805981045, 116.44551308] 这几个小孩真逗乐，就记得王诗玲说“爷爷，你在家要好好的”，一股领导来审查的范儿 哈哈哈 Fri Oct 11 23:56:57 2013 
[39.805981, 116.445511] 致代理及买家们，如果我没有及时回复你。不要老是发信息催，你留言即可，看到我会及时回复你。代购也是一份工作，就像您进公司上班一样，也要有正常的作息时间！一直跟我的老代理们，我就不多说了，现在准备跟着我的新代理们不是我不回你们信息！你们走到我这一步、你们便明白了 Fri Oct 11 19:23:59 2013 
[39.803459, 116.493461] 爱上一个人容易，等平淡了后，还坚守那份诺言，就不容易了。爱，从来不是迎合。吵不散，骂不走，才算是真爱。其实，真爱一个人，你会陷入情不自禁的旋涡中。他让你流泪，让你失望，尽管这样，他站在那里，你还是会走过去牵他的手，不由自主。 Fri Oct 11 01:59:21 2013 
[39.79853553, 116.4958605] 晒订单 啦 买了又买的面膜 其他三款之前买过现在好像都被抢光了 每当脸脸过敏的时候必用那款绿色的泥泥 应该选我个最佳用泥最快奖 快到碗里来 Fri Oct 11 12:05:58 2013 
[39.801704, 116.498611] 不美丽的心情终于缓解了，很有一种柳暗花明的感脚 Fri Oct 11 22:55:03 2013 
[39.800447, 116.559559] 老婆今生气了，孩子老不睡，怎么哄都不行，冲我发脾气，她老照顾孩子比我辛苦，是男人就忍了。 Fri Oct 11 23:03:45 2013 
[39.80501, 116.573215] 看爸爸去哪儿、心里好酸、好羡慕小小志有那么帅气又贴心的爸爸、那种父爱任何人都能感受到、请赐给我一个宝宝吧！ Fri Oct 11 23:59:08 2013 
[39.802059, 116.586221] 刚坐通州的11路公交车！我提个小小的被子！那司机说东西有点大！要给包买个票！人也不多！也不挤！我都找了个位置坐！真想不通！你们有谁遇到这样的吗？你说很挤还说得过去！ Fri Oct 11 18:59:46 2013 
[39.809173, 116.704455] 兄弟们，走到哪，我们的聚会就到那！ Fri Oct 11 09:01:19 2013 
[39.803432, 116.765747] 小家伙，今儿算是又玩嗨了做梦还咯咯笑出声呢 Fri Oct 11 22:31:02 2013 
[39.811325, 116.216202] 我尼玛真觉得螃蟹最痛苦 以后不吃了 Fri Oct 11 21:26:40 2013 
[39.812248, 116.359962] 祝可爱的小静寿星生日快乐🎂天天开心 Fri Oct 11 23:12:34 2013 
[39.814726428571, 116.38988857143] 刚看本书上写:皇昴流，1974年生。突然意识到，那时候迷恋的樱花树下的少年，现在已经是40岁的大叔了…世纪末的决战已经过去15年了…顿感忧桑… Fri Oct 11 23:33:52 2013 
[39.813276125, 116.4033535] 李蔚涵,妈妈爱你,想你 Fri Oct 11 06:34:21 2013 
[39.810322, 116.427986] At the statue unveiling ceremony of on May 13 last year. 3 more years of glory? Thank you& love is love! Fri Oct 11 23:59:04 2013 
[39.805981, 116.445511] 水母发货中！你们的货就快飞到你们手里了！ Fri Oct 11 19:27:07 2013 
[39.805981045, 116.44551308] 最近看起来怪怪的(⊙o⊙)… Fri Oct 11 19:15:53 2013 
[39.804553, 116.482969] 太精彩了啊……看得我看完忍不住想再看一遍重播啊！小小志Kimi太可爱啦。。。。。大力士Cindy太让人惊讶啦~~~~~ Fri Oct 11 23:50:27 2013 
[39.803276, 116.492813] 惊天魔盗团真心太赞了！！！多久没看到这么好的电影了！！！赞几发！ Fri Oct 11 23:51:29 2013 
[39.818913, 116.516228] 这个节目、真心太好了！大爱啊！赞一个！👍期待下集更精彩！ Fri Oct 11 23:44:46 2013 
[39.813164, 116.550173] 某个小妞说我一年365天说得最多的就是〖我又上火了〗，这段时间睡觉晚，上火超级严重，真心上不起！ Fri Oct 11 23:40:26 2013 
[39.815122, 116.582434] 手机百度App要逆天啊，居然能根据拍的照片自动作诗！ Fri Oct 11 23:59:27 2013 
[39.815742, 116.603638] 不想玩了。想好好找个女朋友谈个小小的恋爱。有意者加我微信 shuaige1314520- QQ1347399275 Fri Oct 11 22:21:25 2013 
[39.827087, 116.078041] 今天觉得有些累了，这天气交替的节气，身体也开始变的娇气，人就多了。各位要开始注意身体了哦〜尤其是 你要保护好咱那个幼小滴心灵！ Fri Oct 11 22:03:24 2013 
[39.815587, 116.151018] #healthy care葡萄籽#澳洲药店销售的12000目的葡萄籽，有淡斑，美肤功效！是澳洲本地很喜欢的养颜佳品，新店开张188一瓶优惠促销！需要的密我！ Fri Oct 11 18:26:08 2013 
[39.829013824463, 116.19291687012] 这首歌比较童趣，是雨哥点的，他觉得我的声音比较适合唱这首歌，于是录了一下，希望大家喜欢噢～喜欢我唱歌的朋友们记得请把免费花花留给我的置顶参赛曲目吧～谢谢～ 试听地址 >> (通过 录制) Fri Oct 11 17:15:12 2013 
[39.82896, 116.24505] 今天是果果出生第875天！今天小家伙开始有点感冒了！流鼻涕！昨天晚上把衣服给尿了！结果晚上光着睡的！还是冻着了！ Fri Oct 11 22:32:02 2013 
[39.82117, 116.2731] Words fail to express how much I miss you. Fri Oct 11 23:25:29 2013 
[39.824686, 116.282151] 这个点了，向依然奋斗在工作第一线的筒子们致敬 Fri Oct 11 23:45:02 2013 
[39.829494476318, 116.29579162598] 偶然的事件和命运等同起来，仅仅是青年时代最初几年的事。后来我知道，一个人的生活道路原来是由内在因素决定的；看来，我们的道路常常偏离我们的愿望，而且非常 微可拍 ✨iam-pourquoi小妞🍀 Fri Oct 11 08:50:15 2013 
[39.825291, 116.309944] 下午一回家先吃了个饭 然后回房间睡觉 超困得 睡了四个多小时 我到底是有多累 还能睡觉嘛 明天还要早起呢 赶快催眠 Sat Oct 12 00:00:27 2013 
[39.818443, 116.405731] 回到短髮咯從沒留過長髮所以很難堅持啊、下次一定再努力留長今天過的太high了、吃了好吃的、還買到了新玩意兒開心 Fri Oct 11 23:40:54 2013 
[39.819141, 116.405823] 真心覺得古劍氣彈2的小遊戲設計的太泥馬機智啦！！！好不容易下定決心去了流月城準備迎接結局、痲痹卡在齒輪遊戲兩個晚上了已經、能不要這樣考驗我的智商不fk！ Fri Oct 11 01:33:57 2013 
[39.81654, 116.44395] 有些人，就算过了很久很久，当她一出现的时候，你的原则，你的坚持，还是跟水一样毫无力量而言 Fri Oct 11 23:41:36 2013 
[39.82879, 116.45949] 我给的爱，要不回来，你说过的话，我不曾忘记，你却离开！ Fri Oct 11 23:40:06 2013 
[39.826481, 116.473732] 如果说你的大法真的好，就不用到处像帖小广告一样散播。如果事实真如你说一样，时间总会证明一切！我相信我从小接受的教育，我相信在天安门看升旗时我一定会热泪盈眶！尽管我们有抱怨有失望，甚至说些风凉话，那是我们始终对美好充满向往。再怎么说你也不会离开脚下的这方热土，始终会归来。 Fri Oct 11 19:30:49 2013 
[39.829846, 116.535094] 出去玩免不了拍照，下面为大家介绍下最具特色的八种拍照型人！！ Fri Oct 11 23:40:58 2013 
[39.818352, 116.544907] 2013年10月11日，李宁总公司培训结束，结果我和我的小伙伴儿们得了DIY鞋子第一，总分第一，我又被亲爱的伙伴儿们推举为最有影响力的队员，找回最初的自己，要不不做，要不第一！还有谢谢我的小伙伴儿们，你们才是我最好的奖励，有你们真好！！！晚安！ Fri Oct 11 22:40:52 2013 
[39.8241, 116.606956] 最深的孤独不是一个人，而是心里少了些许期望，我们期望的越少，失望才会越少，幸福感才能增多，所以，为了不再那么累的活着，保留一些欲望吧，只为能保留更多的尊严。 Fri Oct 11 06:09:12 2013 
[39.8261684, 116.628359] 挺着大肚子开会好痛苦。。。还好中午有自助餐吃。。。 Fri Oct 11 09:29:19 2013 
[39.822639465332, 116.16814422607] 来听听我唱的《圆圈》,击败了全国100%的人. 试听地址 >> (通过 录制) Fri Oct 11 15:24:19 2013 
[39.836609, 116.174644] 遇到喝醉了还能给你打电话的男生就嫁了吧 Fri Oct 11 09:58:01 2013 
[39.838283, 116.251525] 自由，常常意味着代价。意味着没有束缚，也摆脱了保护。宁愿先秦、东晋式的孤独动荡，也好过大秦的置于强大政府卵翼之下。那些期待强有力的广阔疆域中央政权带来安定幸福的人，只是活在隐形奴性之下的可怜虫。 Fri Oct 11 23:38:47 2013 
[39.824936, 116.283882] 今天早上过地铁安检，被拦下说先生您包里有刀•••我心说难道被看穿了嘛？结果看了监视屏幕发现是我前一个人的，包里还有个手串儿，看着挺不错的！ Fri Oct 11 11:56:00 2013 
